doc_id,frame,trigger,role,filler,entity_type,source,manifesto_id,party,year,phrase_text
0023_bbb_2023,Causation,leidt,Cause,Dit verdrag,VAL.Number.Number,manifestos,manifesto_0023_bbb_2023,bbb,2023,"We zetten in op het heronderhandelen van een EU-Mercosur-verdrag (producten uit Argentinië, Brazilië, Paraguay en Uruguay). Dit verdrag leidt tot oneerlijke concurrentie voor Europese boeren, wat weer tot extra ontbossing van het Amazone regenwoud leidt. Zo helpen we niet alleen ons land maar de wereld te verduurzamen."
0032_bbb_2023,Request,aanvraag,Message,voor subsidie of netaansluiting,PER,manifestos,manifesto_0032_bbb_2023,bbb,2023,"Zero Emissie (ZE) zones in gemeenten gaan vanaf 2025 in. Dit lijkt onhaalbaar en onbetaalbaar en moet uitgesteld worden. Er moet ook een overgangsregeling komen: in het geval ondernemers wel moeite tonen door een aanvraag voor subsidie of netaansluiting te doen, maar deze niet ontvangen, krijgen ze een ZE-zone ontheffing voor hun dieselvoertuigen."
0036_bbb_2023,Attempt_suasion,prikkelen,Content,om moderne vliegtuigen in te zetten door middel van een bonus- malussysteem (tariefdifferentiatie) van de havengelden.,FAC.Way.Street,manifestos,manifesto_0036_bbb_2023,bbb,2023,fossiele brandstoffen voor bepaalde sectoren (o.a. luchtvaart) zal op internationaal niveau worden besproken. De Nederlandse luchthavens zullen luchtvaartmaatschappijen binnen de wetgeving prikkelen om moderne vliegtuigen in te zetten door middel van een bonus- malussysteem (tariefdifferentiatie) van de havengelden.
0036_bbb_2023,Attempt_suasion,prikkelen,Addressee,luchtvaartmaatschappijen binnen de wetgeving,ORG.CommercialOrganization,manifestos,manifesto_0036_bbb_2023,bbb,2023,fossiele brandstoffen voor bepaalde sectoren (o.a. luchtvaart) zal op internationaal niveau worden besproken. De Nederlandse luchthavens zullen luchtvaartmaatschappijen binnen de wetgeving prikkelen om moderne vliegtuigen in te zetten door middel van een bonus- malussysteem (tariefdifferentiatie) van de havengelden.
0038_bbb_2023,Bringing,transport,Theme,van elektriciteit,VEH.Aircraft.Drone,manifestos,manifesto_0038_bbb_2023,bbb,2023,"De elektrificatie van de Nederlandse economie en maatschappij is in de afgelopen jaren in een stroom­ versnelling geraakt, maar dit betekent ook veel voor de infrastructuur. De vraag naar transport van elektriciteit is explosief gestegen met netcongestie als gevolg. Buisleidingen krijgen een belangrijkere rol kijkende naar de aantrekkende vraag naar 'nieuwe' stoffen rondom de energietransitie (CO2, Ammoniak, Waterstof), de goede veiligheidsprestaties en het schaarser worden van personeel. We zetten in op de actualisatie van de 'rijksstructuurvisie buisleidingen' en de ontwikkeling van de Rhine Corridor voor waterstof en de afvang en opvang van CO2."
0038_bbb_2023,Request,vraag,Message,"naar 'nieuwe' stoffen rondom de energietransitie (CO2, Ammoniak, Waterstof), de goede veiligheidsprestaties en het schaarser worden van personeel.",PER,manifestos,manifesto_0038_bbb_2023,bbb,2023,"De elektrificatie van de Nederlandse economie en maatschappij is in de afgelopen jaren in een stroom­ versnelling geraakt, maar dit betekent ook veel voor de infrastructuur. De vraag naar transport van elektriciteit is explosief gestegen met netcongestie als gevolg. Buisleidingen krijgen een belangrijkere rol kijkende naar de aantrekkende vraag naar 'nieuwe' stoffen rondom de energietransitie (CO2, Ammoniak, Waterstof), de goede veiligheidsprestaties en het schaarser worden van personeel. We zetten in op de actualisatie van de 'rijksstructuurvisie buisleidingen' en de ontwikkeling van de Rhine Corridor voor waterstof en de afvang en opvang van CO2."
0039_bbb_2023,Bringing,transport,Theme,van elektriciteit,COM,manifestos,manifesto_0039_bbb_2023,bbb,2023,"De elektrificatie van de Nederlandse economie en maatschappij is in de afgelopen jaren in een stroomversnelling geraakt, maar dit betekent ook veel voor de infrastructuur. De vraag naar transport van elektriciteit is explosief gestegen met netcongestie als gevolg. Buisleidingen krijgen een belangrijkere rol kijkende naar de aantrekkende vraag naar 'nieuwe' stoffen rondom de energietransitie (CO2, Ammoniak, Waterstof), de goede veiligheidsprestaties en het schaarser worden van personeel. We zetten in op de actualisatie van de 'rijksstructuurvisie buisleidingen' en de ontwikkeling van de Rhine Corridor voor waterstof en de afvang en opvang van CO2."
0043_bbb_2023,Leadership,regeringen,Leader,regeringen,ORG.Government,manifestos,manifesto_0043_bbb_2023,bbb,2023,"Het klimaat is het geheel van weersomstandigheden (als temperatuur, wind en neerslag) die gedurende een bepaalde periode een gebied karakteriseren. Dit is dus groter dan alleen de CO2-concentratie (0,03%) in onze atmosfeer. Vooralsnog is de focus op CO2-reductie. Voorgaande en huidige regeringen hebben al ambitieuze doelen gesteld om bijvoorbeeld de netto CO2-uitstoot sterk te reduceren. Daarbij is van essentieel belang dat doelstellingen zowel draagvlak als ook participatie van de bevolking hebben. Alleen samen kunnen we een verandering in gang zetten en tot een succes maken. Het benodigde draagvlak en acceptatie kunnen gerealiseerd worden als besluitvorming transparant is en de lusten en lasten eerlijk verdeeld worden."
0044_bbb_2023,Intentionally_act,doen,Agent,we,GPE.Country.Country,manifestos,manifesto_0044_bbb_2023,bbb,2023,"Europa heeft een ambitieuzere klimaatdoelstelling geformuleerd (< 1,5 graden) dan het 'Parijs akkoord' (< 2 graden stijging) met als gevolg, dat de Nederlandse samenleving voor een enorme opgave staat om in 2030 de netto uitstoot van CO2 met 55% te reduceren ten opzichte van 1990 en in 2050 CO2-neutraal te zijn. Hierbij is overigens voor Nederland wel de mogelijkheid van saldering op EU-niveau. Nederland moet zich dus maximaal inzetten om deze doelen te behalen, maar dat doen we wel met gezond verstand. Daarbij wegen we alle belangen mee en kijken we naar het grote geheel. Wereldwijd draagt Nederland slechts 0.4% bij aan de wereldwijde CO2-uitstoot en onze CO2-voetafdruk per inwoner is al veel lager dan menig ander (westers) land."
0045_bbb_2023,Causation,gevolg,Cause,van,VAL.Number.Number,manifestos,manifesto_0045_bbb_2023,bbb,2023,"De energietransitie speelt bij het behalen van CO2-doelstellingen een belangrijke rol. De energietransitie vraagt om een Deltaplan. Nieuwe activiteiten zullen moeten worden opgebouwd, terwijl andere activiteiten worden om- of afgebouwd. Dit veranderproces vraagt grote investeringen door bedrijven, veelal zullen de prijsstijgingen die daar het gevolg van zijn, worden doorbelast aan de burger. De burger moet deze lastenverzwaring wel kunnen blijven dragen. Daarom zetten wij in op een rechtvaardige verdeling van de kosten die samengaan met de klimaatmaatregelen."
0047_bbb_2023,Leadership,overheid,Leader,overheid,ORG.Government,manifestos,manifesto_0047_bbb_2023,bbb,2023,"bijmengverplichting van 20% groen gas in het gasnet blijft behouden. Voor onze boeren is dit een mooie kans om met behulp van mestvergisters biogas te produceren. Dit zal een CO2-besparing opleveren. Wij willen de productie van lokaal geproduceerde duurzame biomassa en biogas stimuleren, met name door de inzet van reststromen uit de landbouw en voedselindustrie. Een op te richten agentschap biogrondstoffen kan overheid en markt bijstaan in kennisontwikkeling, scenarioplanning en advies."
0048_bbb_2023,Causation,leidt,Cause,dit,VAL.Number.Number,manifestos,manifesto_0048_bbb_2023,bbb,2023,"We dringen het gebruik van fossiele brandstoffen verder terug door in te zetten op gebruik van duurzame en schone energie, zonder dat dit leidt tot oneerlijke concurrentie of de betaalbaarheid van energie onevenredig onder druk zet. Onze laatste meest moderne kolencentrales worden niet gesloten zolang daar geen betrouwbare alternatieven voor in de plaats zijn gekomen, zoals kernenergie. De stroomproductie uit wind en zon fluctueert veel te sterk (op alle tijdschakelaars van minuut tot jaar) om alle continu producerende systemen te vervangen. We stoppen nieuwe projecten om wind op land te realiseren. De ontwikkeling van nieuwe windturbineparken op zee temporiseren we en ook de bouw van nieuwe windturbineparken op zee zal gestopt worden, afhankelijk hoe snel alternatieve vormen zonne- en kernenergie en biogas opgeschaald kunnen worden. We willen dat bedrijven, daar waar elektrificatie geen haalbare optie is, verduurzamingsinvesteringen gaan doen in bijvoorbeeld geïmporteerde waterstof om te voorkomen dat een te groot deel van onze Noordzee volgebouwd zal worden met windturbines."
0049_bbb_2023,Bringing,transport,Theme,van producten,COM,manifestos,manifesto_0049_bbb_2023,bbb,2023,We zijn voor een CO2-heffing op transport van producten bij de import naar de EU.
0051_bbb_2023,Bringing,transport,Theme,van deze energie,FAC.Structure,manifestos,manifesto_0051_bbb_2023,bbb,2023,"We investeren in kernenergie als een bron van duurzame energie door de huidige nieuwbouw van geplande kerncentrales te versnellen en aan te vullen met kleine SMR (small modular reactors), zodat we 24 uur per dag elektriciteit, waterstof en warmte kunnen produceren waarbij we reactoren op strategische plekken plaatsen om zo het transport van deze energie tot een minimum te houden."
0051_bbb_2023,Placing,plaatsen,Goal,op strategische plekken,FAC.Structure,manifestos,manifesto_0051_bbb_2023,bbb,2023,"We investeren in kernenergie als een bron van duurzame energie door de huidige nieuwbouw van geplande kerncentrales te versnellen en aan te vullen met kleine SMR (small modular reactors), zodat we 24 uur per dag elektriciteit, waterstof en warmte kunnen produceren waarbij we reactoren op strategische plekken plaatsen om zo het transport van deze energie tot een minimum te houden."
0051_bbb_2023,Placing,plaatsen,Theme,we reactoren,FAC.Building,manifestos,manifesto_0051_bbb_2023,bbb,2023,"We investeren in kernenergie als een bron van duurzame energie door de huidige nieuwbouw van geplande kerncentrales te versnellen en aan te vullen met kleine SMR (small modular reactors), zodat we 24 uur per dag elektriciteit, waterstof en warmte kunnen produceren waarbij we reactoren op strategische plekken plaatsen om zo het transport van deze energie tot een minimum te houden."
0055_cda_2010,Intentionally_act,doen.,Agent,"Iedereen die mee kan doen,",PER,manifestos,manifesto_0055_cda_2010,cda,2010,"De kabinetten Balkenende hebben ervoor gezorgd dat Nederland er op dit punt in de crisis in economisch en sociaal opzicht beter voor staat dan veel andere landen, maar toch zal er de komende jaren veel gedaan moeten worden: we zullen verder moeten bouwen aan een veilig en welvarend Nederland. We moeten dat slagvaardig, maar samen doen. Iedereen die mee kan doen, moet mee doen en mee kunnen doen. En wie niet in staat is mee te doen, moeten we adequaat beschermen en bij de maatschappij blijven betrekken. De komende jaren gaat het niet alleen om het op orde krijgen van de financiën en de criminaliteit strenger aan te pakken. Het CDA wil verder gaan. Het gaat ook om hoe wij met elkaar omgaan en hoe wij met de natuur omgaan. Dat betekent voor het CDA rekening houden met elkaar, bewuster consumeren en verantwoordelijk omgaan met de ruimte om ons heen."
0055_cda_2010,Intentionally_act,doen,Agent,"Iedereen die mee kan doen,",PER,manifestos,manifesto_0055_cda_2010,cda,2010,"De kabinetten Balkenende hebben ervoor gezorgd dat Nederland er op dit punt in de crisis in economisch en sociaal opzicht beter voor staat dan veel andere landen, maar toch zal er de komende jaren veel gedaan moeten worden: we zullen verder moeten bouwen aan een veilig en welvarend Nederland. We moeten dat slagvaardig, maar samen doen. Iedereen die mee kan doen, moet mee doen en mee kunnen doen. En wie niet in staat is mee te doen, moeten we adequaat beschermen en bij de maatschappij blijven betrekken. De komende jaren gaat het niet alleen om het op orde krijgen van de financiën en de criminaliteit strenger aan te pakken. Het CDA wil verder gaan. Het gaat ook om hoe wij met elkaar omgaan en hoe wij met de natuur omgaan. Dat betekent voor het CDA rekening houden met elkaar, bewuster consumeren en verantwoordelijk omgaan met de ruimte om ons heen."
0055_cda_2010,Intentionally_act,doen.,Agent,"Iedereen die mee kan doen,",PER,manifestos,manifesto_0055_cda_2010,cda,2010,"De kabinetten Balkenende hebben ervoor gezorgd dat Nederland er op dit punt in de crisis in economisch en sociaal opzicht beter voor staat dan veel andere landen, maar toch zal er de komende jaren veel gedaan moeten worden: we zullen verder moeten bouwen aan een veilig en welvarend Nederland. We moeten dat slagvaardig, maar samen doen. Iedereen die mee kan doen, moet mee doen en mee kunnen doen. En wie niet in staat is mee te doen, moeten we adequaat beschermen en bij de maatschappij blijven betrekken. De komende jaren gaat het niet alleen om het op orde krijgen van de financiën en de criminaliteit strenger aan te pakken. Het CDA wil verder gaan. Het gaat ook om hoe wij met elkaar omgaan en hoe wij met de natuur omgaan. Dat betekent voor het CDA rekening houden met elkaar, bewuster consumeren en verantwoordelijk omgaan met de ruimte om ons heen."
0055_cda_2010,Intentionally_act,doen.,Agent,We,PER,manifestos,manifesto_0055_cda_2010,cda,2010,"De kabinetten Balkenende hebben ervoor gezorgd dat Nederland er op dit punt in de crisis in economisch en sociaal opzicht beter voor staat dan veel andere landen, maar toch zal er de komende jaren veel gedaan moeten worden: we zullen verder moeten bouwen aan een veilig en welvarend Nederland. We moeten dat slagvaardig, maar samen doen. Iedereen die mee kan doen, moet mee doen en mee kunnen doen. En wie niet in staat is mee te doen, moeten we adequaat beschermen en bij de maatschappij blijven betrekken. De komende jaren gaat het niet alleen om het op orde krijgen van de financiën en de criminaliteit strenger aan te pakken. Het CDA wil verder gaan. Het gaat ook om hoe wij met elkaar omgaan en hoe wij met de natuur omgaan. Dat betekent voor het CDA rekening houden met elkaar, bewuster consumeren en verantwoordelijk omgaan met de ruimte om ons heen."
0056_cda_2010,Intentionally_act,handelen,Agent,menselijk,PER,manifestos,manifesto_0056_cda_2010,cda,2010,"De natuurlijke hulpbronnen die ons dagelijks leven in belangrijke mate bepalen zijn schaars en raken in sommige gevallen zelfs langzaam uitgeput. De leefruimte in de wereld, maar zeker ook in Nederland, wordt steeds beperkter. En ongeacht de discussie over de snelheid daarvan, zijn er onmiskenbaar wijzigingen in het klimaat als gevolg van menselijk handelen te onderscheiden. Naar de mening van het CDA noodzaken deze ontwikkelingen tot bezinning op de toekomstige inrichting van Nederland, maar het gaat verder: wij gaan nu al aan de slag met die toekomstige inrichting. Het CDA komt binnen afzienbare termijn tot uitvoerbare plannen met betrekking tot verduurzaming van energie, verantwoord gebruik van openbare voorzieningen, maar ook toekomstbestendige aanwending van de openbare ruimte."
0056_cda_2010,Causation,gevolg,Cause,van menselijk handelen,PER,manifestos,manifesto_0056_cda_2010,cda,2010,"De natuurlijke hulpbronnen die ons dagelijks leven in belangrijke mate bepalen zijn schaars en raken in sommige gevallen zelfs langzaam uitgeput. De leefruimte in de wereld, maar zeker ook in Nederland, wordt steeds beperkter. En ongeacht de discussie over de snelheid daarvan, zijn er onmiskenbaar wijzigingen in het klimaat als gevolg van menselijk handelen te onderscheiden. Naar de mening van het CDA noodzaken deze ontwikkelingen tot bezinning op de toekomstige inrichting van Nederland, maar het gaat verder: wij gaan nu al aan de slag met die toekomstige inrichting. Het CDA komt binnen afzienbare termijn tot uitvoerbare plannen met betrekking tot verduurzaming van energie, verantwoord gebruik van openbare voorzieningen, maar ook toekomstbestendige aanwending van de openbare ruimte."
0056_cda_2010,Cogitation,bezinning,Topic,"op de toekomstige inrichting van Nederland,",PER,manifestos,manifesto_0056_cda_2010,cda,2010,"De natuurlijke hulpbronnen die ons dagelijks leven in belangrijke mate bepalen zijn schaars en raken in sommige gevallen zelfs langzaam uitgeput. De leefruimte in de wereld, maar zeker ook in Nederland, wordt steeds beperkter. En ongeacht de discussie over de snelheid daarvan, zijn er onmiskenbaar wijzigingen in het klimaat als gevolg van menselijk handelen te onderscheiden. Naar de mening van het CDA noodzaken deze ontwikkelingen tot bezinning op de toekomstige inrichting van Nederland, maar het gaat verder: wij gaan nu al aan de slag met die toekomstige inrichting. Het CDA komt binnen afzienbare termijn tot uitvoerbare plannen met betrekking tot verduurzaming van energie, verantwoord gebruik van openbare voorzieningen, maar ook toekomstbestendige aanwending van de openbare ruimte."
0057_cda_2010,Placing,opleggen.,Goal,ons,GPE.Country.Country,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0057_cda_2010,Placing,opleggen.,Theme,de begrenzingen die,PER,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0057_cda_2010,Placing,opleggen.,Agent,milieu en natuur,PER,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0057_cda_2010,Statement,spreken,Speaker,Het CDA,ORG.Government,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0057_cda_2010,Statement,spreken,Message,zich,PER,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0057_cda_2010,Statement,spreken,Topic,"voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt.",PER,manifestos,manifesto_0057_cda_2010,cda,2010,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt."
0058_cda_2010,Cause_expansion,groei,Item,economische,GPE.Country.Country,manifestos,manifesto_0058_cda_2010,cda,2010,"Nederland en de EU moeten zich ervoor inzetten dat de Europese economische, sociale en ecologische waarden die gericht zijn op duurzame economische groei ook in de opkomende nieuwe economieën navolging vinden."
0059_cda_2010,Intentionally_act,kernactiviteit,Agent,van het bedrijf.,ORG.CommercialOrganization,manifestos,manifesto_0059_cda_2010,cda,2010,"Maatschappelijk Verantwoord Ondernemen (MVO) is belangrijk. Het laat zien dat ondernemingen behalve aandacht voor het rendement ook aandacht hebben voor mensen, milieu en maatschappij. MVO heeft betrekking op bovenwettelijke verplichtingen, maar mag niet vrijblijvend zijn. Dat betekent dat ondernemingen niet alleen gericht zijn op het belang van shareholders, maar op alle stakeholders. De continuïteit van ondernemingen moet weer centraal komen te staan. Het denken moet gericht zijn op duurzaamheid, wat betreft de omgeving (milieu), de klant en het product. De overheid kan deze verschillende vormen van duurzaamheid bevorderen door haar inkoop- en aanbestedingsbeleid. MVO werkt alleen wanneer ondernemingen zelf het MVO een nadrukkelijke plaats geven in de kernactiviteit van het bedrijf. Het primaat voor MVO ligt bij de ondernemingen zelf."
0059_cda_2010,Leadership,overheid,Leader,overheid,ORG.Government,manifestos,manifesto_0059_cda_2010,cda,2010,"Maatschappelijk Verantwoord Ondernemen (MVO) is belangrijk. Het laat zien dat ondernemingen behalve aandacht voor het rendement ook aandacht hebben voor mensen, milieu en maatschappij. MVO heeft betrekking op bovenwettelijke verplichtingen, maar mag niet vrijblijvend zijn. Dat betekent dat ondernemingen niet alleen gericht zijn op het belang van shareholders, maar op alle stakeholders. De continuïteit van ondernemingen moet weer centraal komen te staan. Het denken moet gericht zijn op duurzaamheid, wat betreft de omgeving (milieu), de klant en het product. De overheid kan deze verschillende vormen van duurzaamheid bevorderen door haar inkoop- en aanbestedingsbeleid. MVO werkt alleen wanneer ondernemingen zelf het MVO een nadrukkelijke plaats geven in de kernactiviteit van het bedrijf. Het primaat voor MVO ligt bij de ondernemingen zelf."
0060_cda_2010,Causation,maakt,Affected,mensen,PER,manifestos,manifesto_0060_cda_2010,cda,2010,Het CDA is voorstander van minder belastingheffing op arbeid en winst (voordeel voor werkgelegenheid en economie) en meer op consumptie en milieuvervuilende activiteiten. De belastingdruk op activiteiten en consumptie in zowel de directe en indirecte belastingen dienen milieudruk te verdisconteren. Door de vergroening van het belastingstelsel kunnen de maatschappelijke kosten van milieuvervuilend gedrag worden meegenomen in de prijzen. Het maakt mensen bewuster bij het maken van keuzen en draagt bij
0060_cda_2010,Cause_expansion,vergroening,Item,van het belastingstelsel,ORG.Government,manifestos,manifesto_0060_cda_2010,cda,2010,Het CDA is voorstander van minder belastingheffing op arbeid en winst (voordeel voor werkgelegenheid en economie) en meer op consumptie en milieuvervuilende activiteiten. De belastingdruk op activiteiten en consumptie in zowel de directe en indirecte belastingen dienen milieudruk te verdisconteren. Door de vergroening van het belastingstelsel kunnen de maatschappelijke kosten van milieuvervuilend gedrag worden meegenomen in de prijzen. Het maakt mensen bewuster bij het maken van keuzen en draagt bij
